,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
166,2019-00060073,10/08/19,12:00,Prince Frederick at 7030 Preinkert Dr,10/12/19,11:09,Theft,Investigation Pending
168,2019-00060085,10/10/19,17:00,Denton at 3854 Stadium Dr,10/12/19,12:32,Theft,Investigation Pending
170,2019-00060106,10/12/19,16:08,"Garrett, Garrett Hall at 7570 Calvert Service Ln",10/12/19,16:08,Check on the Welfare,CBE
172,2019-00060127,10/09/19,17:00,7500 block of Mowatt Ln,10/12/19,17:50,Vehicle Tampering,CBE
174,2019-00060140,10/10/19,12:15,"Bioscience, Bioscience Research Building at 4066 Campus Dr",10/12/19,19:54,Theft,Active/Pending
176,2019-00060142,10/12/19,20:10,6 Fraternity Row,10/12/19,20:10,Disorderly Conduct,Arrest
178,2019-00060146,10/12/19,20:37,4000 block of Stadium Dr,10/12/19,20:37,CDS Violation,CBE
180,2019-00060181,10/13/19,00:01,Prince Frederick at 7030 Preinkert Dr,10/13/19,00:01,Injured/Sick Person,CBE
182,2019-00060200,10/13/19,01:12,Kent at 7565 Calvert Service Ln,10/13/19,01:12,Injured/Sick Person,CBE
184,2019-00060220,10/13/19,02:42,"Oakland, Oakland Hall at 3912 Denton Service Ln",10/13/19,02:42,Emergency Petition,CBE
186,2019-00060224,10/13/19,05:10,Somerset at 7567 Preinkert Dr,10/13/19,05:20,Burglary,CBE
188,2019-00060264,10/13/19,14:57,"H.J. Patterson Hall, HJ Patterson Hall at 4065 Campus Dr",10/13/19,14:57,Injured/Sick Person,CBE
190,2019-00060292,10/13/19,16:30,"President's Residence, University House at 8150 Presidential Dr",10/13/19,16:43,Assist Other Agency,CBE
192,2019-00060353,10/14/19,00:12,Baltimore Ave,10/14/19,00:12,CDS Violation,Arrest
194,2019-00060356,10/14/19,00:28,"Allegany, Allegany Hall at 4299 Lehigh Rd",10/14/19,00:28,Injured/Sick Person,CBE
196,2019-00060418,10/08/19,17:00,7500 block of Mowatt Ln,10/14/19,10:15,Vandalism,Active/Pending
198,2019-00060430,10/14/19,10:30,Varsity Sports Teamhouse at 4117 Stadium Dr,10/14/19,10:57,Theft,Arrest
200,2019-00060435,10/14/19,12:05,"Clarence M. Mitchell, Jr. Building, Mitchell Building, North Administration at 7999 Regents Dr",10/14/19,12:05,Emergency Petition,CBE
202,2019-00060602,10/15/19,00:49,Baltimore Ave,10/15/19,00:49,CDS Violation,Arrest
204,2019-00060621,10/15/19,01:29,Greenbelt Rd,10/15/19,01:29,CDS Violation,Arrest
206,2019-00060626,10/15/19,02:14,Adelphi Rd,10/15/19,02:14,CDS Violation,Arrest
208,2019-00060711,10/15/19,11:20,Baltimore Ave,10/15/19,11:25,Pedestrian Struck,CBE
210,2019-00060722,10/15/19,07:00,Lot 11b,10/15/19,13:52,Theft,Investigation Pending
212,2019-00060725,10/15/19,12:00,"Clarence M. Mitchell, Jr. Building, Mitchell Building, North Administration at 7999 Regents Dr",10/15/19,14:13,Telephone/EMail Misuse,CBE
214,2019-00060729,10/15/19,15:10,Calvert Rd,10/15/19,15:10,Recovered Stolen Property,Arrest
216,2019-00060732,10/15/19,17:20,"Chemistry, Chemistry Building at 8051 Regents Dr",10/15/19,17:29,Injured/Sick Person,CBE
218,2019-00060739,10/15/19,17:30,3900 block of Campus Dr,10/15/19,18:23,Other Incident,CBE
220,2019-00060740,10/15/19,18:41,"Chemistry, Chemistry Building at 8051 Regents Dr",10/15/19,18:43,Theft,Investigation Pending
222,2019-00060757,10/15/19,21:00,4100 block of Valley Dr,10/15/19,23:09,Other Service Call,CBE
224,2019-00060777,10/15/19,21:15,7600 block of Library Ln,10/15/19,23:56,Theft,Arrest
226,2019-00060783,10/16/19,00:42,8400 block of Baltimore Ave,10/16/19,00:42,DWI/DUI,Arrest
228,2019-00060785,10/15/19,08:00,Pocomoke at 7569 Baltimore Ave,10/16/19,00:55,Dept Property Damage/Loss,Active/Pending
230,2019-00060850,10/16/19,11:50,4000 block of Clagett Rd,10/16/19,11:54,Theft,Arrest
232,2019-00060858,10/16/19,08:30,Animal Science Building at 8127 Regents Dr,10/16/19,15:45,Theft,Active/Pending
234,2019-00060954,10/17/19,00:39,University Blvd,10/17/19,00:39,DWI/DUI,Arrest
236,2019-00061066,10/14/19,21:00,Artemesia Building at 8400 Baltimore Ave,10/17/19,11:35,Vandalism,Active/Pending
238,2019-00061074,10/17/19,12:50,University Blvd,10/17/19,12:50,Warrant/Summons Service,Arrest
240,2019-00061093,10/17/19,16:45,Lot E,10/17/19,16:45,Recovered Stolen Property,Arrest
242,2019-00061154,10/17/19,23:45,Lot K2,10/17/19,23:54,Injured/Sick Person,CBE
244,2019-00061163,10/18/19,00:25,Baltimore Ave,10/18/19,00:25,DWI/DUI,Arrest
246,2019-00061169,10/18/19,01:26,University Blvd,10/18/19,01:26,DWI/DUI,Arrest
248,2019-00061192,10/18/19,13:00,3900 block of Denton Service Ln,10/18/19,13:00,Injured/Sick Person,CBE
250,2019-00061217,10/18/19,17:00,Health Center at 3983 Campus Dr,10/18/19,17:03,Emergency Petition,CBE
252,2019-00061218,10/18/19,17:06,"Terrapin Row, Terrapin Row #2, Terrapin Row 2, TR2 at 4300 Hartwick Rd",10/18/19,17:06,Assist Other Agency,CBE
254,2019-00061337,10/19/19,00:29,4000 block of Stadium Dr,10/19/19,00:29,CDS Violation,Arrest
256,2019-00061347,10/19/19,01:29,4200 block of Valley Dr,10/19/19,01:29,Injured/Sick Person,CBE
258,2019-00061356,10/19/19,02:30,"John S. Toll Physics Building, Physics, Physics Building at 4150 Campus Dr",10/19/19,02:27,Injured/Sick Person,CBE
260,2019-00061365,10/19/19,03:22,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",10/19/19,03:23,Injured/Sick Person,CBE
262,2019-00061375,10/19/19,04:12,Alpha Chi Omega at 4525 College Ave,10/19/19,04:12,Alcohol Violation,CBE
264,2019-00061385,10/19/19,08:50,4000 block of Campus Dr,10/19/19,09:28,Damage to State Property,CBE
266,2019-00061406,10/19/19,13:09,3900 block of Campus Dr,10/19/19,13:09,Theft,Arrest
268,2019-00061430,10/19/19,16:13,Championship Ln,10/19/19,16:13,Injured/Sick Person,CBE
270,2019-00061472,10/19/19,{NO TIME},Ellicott at 4052 Stadium Dr,10/19/19,22:07,Vandalism,Investigation Pending
272,2019-00061486,10/19/19,23:40,4100 block of Valley Dr,10/19/19,23:47,Injured/Sick Person,CBE
274,2019-00061487,10/19/19,20:00,4500 block of College Ave,10/19/19,23:54,Injured/Sick Person,CBE
276,2019-00061490,10/20/19,00:18,"Oakland, Oakland Hall at 3912 Denton Service Ln",10/20/19,00:18,Injured/Sick Person,CBE
278,2019-00061517,10/20/19,02:58,Lot 11b,10/20/19,02:58,Alcohol Violation,Arrest
280,2019-00061632,10/20/19,18:23,7200 block of Preinkert Dr,10/20/19,18:23,Emergency Petition,CBE
282,2019-00061743,10/18/19,14:50,"Cole, Cole Field House, Cole Student Activities Building, Driscoll Center at 4090 Union Dr",10/21/19,09:35,Theft,Investigation Pending
284,2019-00061795,10/21/19,13:00,Health Center at 3983 Campus Dr,10/21/19,14:46,Emergency Petition,CBE
286,2019-00061817,10/21/19,19:28,8300 block of Baltimore Ave,10/21/19,19:28,Theft,Arrest
288,2019-00061818,10/21/19,09:00,7500 block of Preinkert Dr,10/21/19,19:52,Injured/Sick Person,CBE
290,2019-00061828,10/21/19,23:14,4100 block of Valley Dr,10/21/19,23:14,Injured/Sick Person,CBE
292,2019-00061829,10/21/19,23:15,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",10/21/19,23:15,Injured/Sick Person,CBE
294,2019-00061830,10/21/19,23:15,6900 block of Preinkert Dr,10/21/19,23:26,Injured/Sick Person,CBE
296,2019-00061861,10/22/19,03:47,The Hotel at 7777 Baltimore Ave,10/22/19,03:47,CDS Violation,Arrest
298,2019-00061936,10/21/19,14:00,"Leonardtown #248, Leonardtown at 7567 Yale Ave",10/22/19,12:10,Theft,Active/Pending
300,2019-00061938,10/22/19,12:30,Prince Frederick at 7030 Preinkert Dr,10/22/19,12:38,Injured/Sick Person,CBE
302,2019-00061941,10/21/19,13:50,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",10/22/19,13:04,Theft,CBE
304,2019-00061952,10/18/19,14:30,4100 block of Farm Dr,10/22/19,15:23,Theft,Investigation Pending
306,2019-00062076,10/23/19,02:06,Delta Sigma Phi at 4300 Knox Rd,10/23/19,02:06,Injured/Sick Person,CBE
308,2019-00062151,10/22/19,23:00,4300 block of Knox Rd,10/23/19,11:39,Theft,Unfounded
310,2019-00062157,10/23/19,11:45,"Denton Area Dining Hall, Denton Dining Hall at 3951 Denton Service Ln",10/23/19,12:32,Title IX Incident Non Criminal,CBE
312,2019-00062159,10/23/19,13:15,JM Patterson at 4356 Stadium Dr,10/23/19,13:15,Injured/Sick Person,CBE
314,2019-00062160,10/23/19,13:54,"Denton Area Dining Hall, Denton Dining Hall at 3951 Denton Service Ln",10/23/19,13:54,Found/Recovered Property,CBE
316,2019-00062197,10/23/19,17:45,7600 block of Library Ln,10/23/19,17:51,Sex Offense,Arrest
318,2019-00062208,10/23/19,19:19,Knox Rd,10/23/19,19:19,CDS Violation,Arrest
320,2019-00062282,10/23/19,19:30,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",10/23/19,23:42,Theft,Arrest
322,2019-00062318,10/24/19,01:44,Baltimore Ave,10/24/19,01:44,DWI/DUI,Arrest
324,2019-00062331,10/24/19,04:14,"Bel Air, Bel Air Hall at 4213 Valley Dr",10/24/19,04:14,Injured/Sick Person,CBE
326,2019-00062440,10/24/19,14:55,"Lefrak, Lefrak Hall at 7251 Preinkert Dr",10/24/19,15:00,Injured/Sick Person,CBE
328,2019-00062441,10/24/19,15:04,University Blvd,10/24/19,15:04,Accident - Departmental,CBE
330,2019-00062478,10/24/19,19:09,7500 block of Girard Ave,10/24/19,19:09,Assist Other Agency,CBE
332,2019-00062480,10/24/19,17:00,"Club House, Golf Course Club House at 3800 Golf Course Rd",10/24/19,19:14,Theft,Active/Pending
334,2019-00062563,10/25/19,02:23,University Blvd,10/25/19,02:23,DWI/DUI,Arrest
336,2019-00062564,10/25/19,02:24,Baltimore Ave,10/25/19,02:24,DWI/DUI,Arrest
338,2019-00062655,10/25/19,10:56,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",10/25/19,10:56,Injured/Sick Person,CBE
340,2019-00062687,10/25/19,15:27,Health Center at 3983 Campus Dr,10/25/19,15:27,Injured/Sick Person,CBE
342,2019-00062691,10/25/19,13:45,"Computer Science Instructional Center, CSIC at 8169 Paint Branch Dr",10/25/19,15:56,Theft,Investigation Pending
344,2019-00062731,10/25/19,19:51,Dartmouth Ave,10/25/19,19:51,Alcohol Violation,Arrest
346,2019-00062734,10/19/19,11:00,Denton Hall at 3854 Stadium Dr,10/25/19,20:02,Other Incident,Active/Pending
348,2019-00062751,10/25/19,21:23,College Park Towers (Knox Road) at 4313 Knox Rd,10/25/19,21:23,Suspicious Activity (Title IX Related),CBE
350,2019-00062782,10/26/19,01:10,Pocomoke at 7569 Baltimore Ave,10/26/19,01:11,Injured/Sick Person,CBE
352,2019-00062785,10/26/19,01:23,Denton at 3854 Stadium Dr,10/26/19,01:23,CDS Violation,Summons Issued
354,2019-00062791,10/26/19,03:20,4100 block of Valley Dr,10/26/19,03:20,Injured/Sick Person,CBE
356,2019-00062876,10/26/19,17:47,Lehigh Rd,10/26/19,17:47,Warrant/Summons Service,Arrest
358,2019-00062882,10/26/19,21:20,3700 block of Campus Dr,10/26/19,21:20,Emergency Petition,CBE
360,2019-00062884,10/26/19,22:21,4100 block of Farm Dr,10/26/19,22:20,CDS Violation,Arrest
362,2019-00062933,10/27/19,02:08,4000 block of Stadium Dr,10/27/19,02:08,Injured/Sick Person,CBE
364,2019-00063025,10/27/19,17:30,7400 block of Columbia Ave,10/27/19,17:54,Theft,Arrest
366,2019-00063031,10/27/19,22:15,West Gate at 3841 Stadium Dr,10/27/19,22:15,Recovered Stolen Motor Vehicle,Arrest
368,2019-00063066,10/28/19,05:00,Queen Anne at 7645 Preinkert Dr,10/28/19,05:00,Injured/Sick Person,CBE
370,2019-00063144,10/28/19,14:43,Health Center at 3983 Campus Dr,10/28/19,14:43,Emergency Petition,CBE
372,2019-00063275,10/29/19,08:27,4300 block of Rowalt Dr,10/29/19,08:27,Theft,Investigation Pending
374,2019-00063284,10/29/19,10:00,"Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",10/29/19,10:28,Injured/Sick Person,CBE
376,2019-00063314,10/29/19,16:33,Health Center at 3983 Campus Dr,10/29/19,16:33,Emergency Petition,CBE
378,2019-00063317,10/29/19,17:11,4000 block of Stadium Dr,10/29/19,17:12,CDS Violation,CBE
380,2019-00063342,10/29/19,21:26,Lot 4B,10/29/19,21:26,Injured/Sick Person,CBE
382,2019-00063538,10/30/19,22:00,7500 block of Dickinson Ave,10/30/19,22:45,Assist Other Agency,CBE
384,2019-00063576,10/31/19,02:10,4400 block of Knox Rd,10/31/19,02:10,Disorderly Conduct,Arrest
386,2019-00063616,10/22/19,10:16,Sigma Kappa at 10 Fraternity Row,10/31/19,10:16,Injured Officer,CBE
388,2019-00063737,10/31/19,22:55,Baltimore Ave,10/31/19,22:55,DWI/DUI,Arrest
390,2019-00063747,10/31/19,23:36,3900 block of Denton Service Ln,10/31/19,23:36,Injured/Sick Person,CBE
0,2019-00063921,11/01/19,11:31,Worcester at 7405 Preinkert Dr,11/01/19,11:31,Burglary,Investigation Pending
2,2019-00063928,06/01/19,13:00,7000 block of 52nd Ave,11/01/19,13:16,Vandalism,Investigation Pending
4,2019-00063932,11/01/19,10:00,3900 block of Campus Dr,11/01/19,13:42,Theft,Arrest
6,2019-00064046,11/01/19,22:25,8500 block of Paint Branch Dr,11/01/19,22:25,Theft,Arrest
8,2019-00064115,11/02/19,01:02,Easton at 3917 Denton Service Ln,11/02/19,01:02,Injured/Sick Person,CBE
10,2019-00064116,11/02/19,01:05,Lot 1b,11/02/19,01:05,Injured/Sick Person,CBE
12,2019-00064120,11/02/19,01:18,Knox Rd,11/02/19,01:22,Alcohol Violation,CBE
14,2019-00064123,11/02/19,01:50,Knox Rd,11/02/19,01:55,Disorderly Conduct,Arrest
16,2019-00064128,11/02/19,02:51,4100 block of Valley Dr,11/02/19,02:51,Injured/Sick Person,CBE
18,2019-00064129,11/02/19,02:59,"Garrett, Garrett Hall at 7570 Calvert Service Ln",11/02/19,02:59,Injured/Sick Person,CBE
20,2019-00064169,11/02/19,11:49,Lot 4B,11/02/19,11:49,Injured/Sick Person,CBE
22,2019-00064173,11/02/19,11:30,Lot H,11/02/19,12:17,Injured/Sick Person,CBE
24,2019-00064196,11/02/19,13:41,"Art Soc, Art Sociology, Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834 Campus Dr",11/02/19,13:41,Disorderly Conduct,CBE
26,2019-00064197,11/02/19,13:45,Pocomoke at 7569 Baltimore Ave,11/02/19,13:45,DWI/DUI,Arrest
28,2019-00064205,11/02/19,15:15,Lot Z,11/02/19,15:22,Injured/Sick Person,CBE
30,2019-00064206,11/02/19,15:19,Lot 1d,11/02/19,15:20,Injured/Sick Person,CBE
32,2019-00064215,11/02/19,16:25,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",11/02/19,16:40,Injured/Sick Person,CBE
34,2019-00064220,11/02/19,17:34,"Oakland, Oakland Hall at 3912 Denton Service Ln",11/02/19,17:34,Check on the Welfare,CBE
36,2019-00064221,11/02/19,17:36,"Oakland, Oakland Hall at 3912 Denton Service Ln",11/02/19,17:36,Injured/Sick Person,CBE
38,2019-00064232,10/26/19,12:00,5800 block of University Research Ct,11/02/19,19:13,Theft,Investigation Pending
40,2019-00064251,11/02/19,19:30,3900 block of Campus Dr,11/02/19,22:18,Theft,Active/Pending
42,2019-00064306,11/03/19,03:05,7300 block of Baltimore Ave,11/03/19,03:05,Injured/Sick Person,CBE
44,2019-00064309,11/03/19,02:00,3900 block of Denton Service Ln,11/03/19,03:49,Injured/Sick Person,CBE
46,2019-00064348,10/23/19,12:00,"Cambridge, Cambridge Hall at 4230 Farm Dr",11/03/19,12:00,Identity Theft,Active/Pending
48,2019-00064390,11/03/19,18:08,3400 block of Tulane Dr,11/03/19,18:08,Theft,Arrest
50,2019-00064412,11/03/19,20:45,4100 block of Valley Dr,11/03/19,21:04,Injured/Sick Person,CBE
52,2019-00064522,11/04/19,10:00,4000 block of Campus Dr,11/04/19,10:00,Injured/Sick Person,CBE
54,2019-00064555,11/01/19,16:30,"Armory, Reckord Armory at 4490 Rossborough Ln",11/04/19,13:08,Vandalism,Active/Pending
56,2019-00064571,11/04/19,10:40,Lot 1f,11/04/19,15:10,Vehicle Tampering,Active/Pending
58,2019-00064572,11/04/19,07:00,"Garage A, Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",11/04/19,15:27,Theft from Auto,Active/Pending
60,2019-00064613,11/04/19,17:05,8000 block of Regents Dr,11/04/19,17:05,Injured/Sick Person,CBE
62,2019-00064615,11/04/19,10:00,Lot 11b,11/04/19,17:50,Theft from Auto,Investigation Pending
64,2019-00064673,11/04/19,23:26,4300 block of Rowalt Dr,11/04/19,23:26,Suspicious Activity,CBE
66,2019-00064793,11/05/19,11:26,Campus Dr,11/05/19,11:26,Trespassing,Arrest
68,2019-00064797,11/03/19,12:00,"Lefrak, Lefrak Hall at 7251 Preinkert Dr",11/05/19,12:32,Telephone/EMail Misuse,Investigation Pending
70,2019-00064799,11/05/19,13:59,"Van Munching, Van Munching Hall at 7699 Mowatt Ln",11/05/19,13:59,Hazardous Condition,CBE
72,2019-00064801,11/02/19,10:00,"Leonardtown #247, Leonardtown at 4713 Rossborough Ln",11/05/19,14:02,Theft,Investigation Pending
74,2019-00064802,11/05/19,08:00,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",11/05/19,14:30,Theft,Investigation Pending
76,2019-00064840,11/01/19,03:30,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",11/05/19,16:23,Theft,Active/Pending
78,2019-00064970,11/05/19,23:37,Campus Dr,11/05/19,23:37,Assist Other Agency,CBE
80,2019-00064994,11/06/19,01:40,"College Park Metro, Metro at 4600 River Rd",11/06/19,01:40,DWI/DUI,Arrest
82,2019-00065056,11/06/19,06:30,Lot 11b,11/06/19,10:25,Theft,Investigation Pending
84,2019-00065060,11/06/19,10:56,"Tawes, Tawes Hall at 7751 Alumni Dr",11/06/19,10:56,Trespassing,Arrest
86,2019-00065074,11/02/19,18:00,Lot 11b,11/06/19,14:15,Theft from Auto,Active/Pending
88,2019-00065076,11/06/19,14:31,"Bio Psych, Biology-Psychology Building at 4094 Campus Dr",11/06/19,14:31,Injured/Sick Person,CBE
90,2019-00065099,11/05/19,21:00,"Leonardtown #248, Leonardtown at 7567 Yale Ave",11/06/19,18:29,Theft,Active/Pending
92,2019-00065102,11/04/19,09:00,Paint Branch Dr,11/06/19,18:35,Vandalism,Active/Pending
94,2019-00065212,11/07/19,01:03,University Blvd,11/07/19,01:03,DWI/DUI,Arrest
96,2019-00065326,10/22/19,21:17,4200 block of Campus Dr,11/07/19,12:31,Telephone/EMail Misuse,Active/Pending
98,2019-00065393,11/07/19,22:22,Paint Branch Dr,11/07/19,22:23,Injured/Sick Person,CBE
100,2019-00065427,11/07/19,23:29,Elkton at 3981 Denton Service Ln,11/07/19,23:29,Injured/Sick Person,CBE
102,2019-00065460,11/08/19,00:25,Knox Rd,11/08/19,00:25,DWI/DUI,Arrest
104,2019-00065489,11/08/19,01:56,Baltimore Ave,11/08/19,01:56,DWI/DUI,Arrest
106,2019-00065493,11/08/19,03:23,7500 block of Dickinson Ave,11/08/19,03:23,Alcohol Violation,Arrest
108,2019-00065590,11/08/19,14:47,Pocomoke at 7569 Baltimore Ave,11/08/19,14:47,Warrant/Summons Service,Arrest
110,2019-00065606,11/08/19,17:25,Knox Rd,11/08/19,17:30,CDS Violation,Arrest
112,2019-00065656,11/08/19,20:30,4300 block of Hartwick Rd,11/08/19,22:18,Assist Other Agency,CBE
114,2019-00065676,11/09/19,00:13,4100 block of Farm Dr,11/09/19,00:13,Injured/Sick Person,CBE
116,2019-00065678,11/09/19,00:30,Cornerstone at 7325 Baltimore Ave,11/09/19,00:37,Disorderly Conduct,Arrest
118,2019-00065682,11/09/19,01:59,"Annapolis, Annapolis Hall at 7626 Regents Dr",11/09/19,01:59,Injured/Sick Person,CBE
120,2019-00065683,11/09/19,02:00,4400 block of Lehigh Rd,11/09/19,02:06,Injured/Sick Person,CBE
122,2019-00065687,11/09/19,03:33,4100 block of Valley Dr,11/09/19,03:33,Vandalism,CBE
124,2019-00065693,11/09/19,05:06,"Bel Air, Bel Air Hall at 4213 Valley Dr",11/09/19,05:06,Burglary,Investigation Pending
126,2019-00065799,11/09/19,17:53,340 block of Ehrensberger Dr,11/09/19,17:53,Damaged Property,Active/Pending
128,2019-00065801,11/09/19,18:10,7600 block of Library Ln,11/09/19,18:10,Injured/Sick Person,CBE
130,2019-00065818,11/09/19,20:45,7500 block of Princeton Ave,11/09/19,20:47,Assist Other Agency,CBE
132,2019-00065834,11/10/19,03:29,Ellicott at 4052 Stadium Dr,11/10/19,03:29,Injured/Sick Person,CBE
134,2019-00065876,11/10/19,13:19,3900 block of Campus Dr,11/10/19,13:35,Theft,Active/Pending
136,2019-00066057,11/11/19,10:41,"Hornbake, Hornbake Library at 4130 Campus Dr",11/11/19,10:41,Theft,Investigation Pending
138,2019-00066058,11/11/19,10:51,4100 block of Campus Dr,11/11/19,10:51,Injured/Sick Person,CBE
140,2019-00066125,11/11/19,13:50,"Van Munching, Van Munching Hall at 7699 Mowatt Ln",11/11/19,16:11,Theft,Active/Pending
142,2019-00066166,11/11/19,19:05,7400 block of Dickinson Ave,11/11/19,19:11,Assist Other Agency,CBE
144,2019-00066168,11/11/19,19:47,7000 block of Preinkert Dr,11/11/19,19:47,Fraud,Active/Pending
146,2019-00066182,11/11/19,22:20,Cambridge Community Center at 4232 Farm Dr,11/11/19,22:30,Injured/Sick Person,CBE
148,2019-00066279,11/12/19,09:10,4400 block of Campus Dr,11/12/19,09:10,Burglary,Investigation Pending
150,2019-00066295,11/12/19,{NO TIME},7600 block of Library Ln,11/12/19,10:15,Theft,Unfounded
152,2019-00066383,11/12/19,15:30,Knox Rd,11/12/19,15:40,Suspicious Person/Auto,Arrest
154,2019-00066392,08/23/19,17:11,7500 block of Calvert Service Ln,11/12/19,17:11,Rape (Title IX Related),CBE
156,2019-00066419,11/08/19,21:00,Pocomoke at 7569 Baltimore Ave,11/12/19,22:11,Dept Property Damage/Loss,CBE
158,2019-00066562,11/13/19,13:12,Health Center at 3983 Campus Dr,11/13/19,13:12,Title IX Incident Non Criminal,CBE
160,2019-00066563,11/13/19,13:29,6200 block of Baltimore Ave,11/13/19,13:29,Accident - Departmental,CBE
162,2019-00066582,11/13/19,16:00,Pamela Rd/quaterfield Rd,11/13/19,17:17,Injured Officer,CBE
164,2019-00066615,11/13/19,14:15,7000 block of Preinkert Dr,11/13/19,19:22,Theft,Arrest
166,2019-00066649,11/13/19,20:00,4100 block of Farm Dr,11/13/19,23:07,Theft,Investigation Pending
168,2019-00066687,11/14/19,00:33,"Leonardtown #239, Leonardtown at 4610 Norwich Rd",11/14/19,00:33,Injured/Sick Person,CBE
170,2019-00066694,11/14/19,01:06,University Blvd,11/14/19,01:06,DWI/DUI,Arrest
172,2019-00066723,11/13/19,19:00,340 block of Ehrensberger Dr,11/14/19,07:00,Theft from Auto,Investigation Pending
174,2019-00066916,11/15/19,01:03,Adelphi Rd,11/15/19,01:03,DWI/DUI,Arrest
176,2019-00066945,11/15/19,03:03,"College Park Fire Station, Company 12 at 8115 Baltimore Ave",11/15/19,03:03,DWI/DUI,Arrest
178,2019-00066998,11/15/19,13:14,"Tawes, Tawes Hall at 7751 Alumni Dr",11/15/19,14:14,Injured/Sick Person,CBE
180,2019-00066999,11/15/19,13:00,"Armory, Reckord Armory at 4490 Rossborough Ln",11/15/19,14:15,Injured/Sick Person,CBE
182,2019-00067050,11/15/19,17:13,4300 block of Knox Rd,11/15/19,17:15,CDS Violation,Arrest
184,2019-00067123,11/15/19,21:53,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",11/15/19,21:53,Dept Property Damage/Loss,CBE
186,2019-00067137,11/15/19,22:31,4000 block of Stadium Dr,11/15/19,22:31,CDS Violation,Arrest
188,2019-00067162,11/16/19,{NO TIME},Cornerstone at 7325 Baltimore Ave,11/16/19,00:12,Injured/Sick Person,CBE
190,2019-00067164,11/16/19,00:34,7300 block of Baltimore Ave,11/16/19,00:34,Injured/Sick Person,CBE
192,2019-00067165,11/16/19,00:35,7400 block of Baltimore Ave,11/16/19,00:35,CDS Violation,Arrest
194,2019-00067176,11/16/19,02:42,7500 block of Mowatt Ln,11/16/19,02:42,Injured/Sick Person,CBE
196,2019-00067257,11/16/19,12:33,4000 block of Stadium Dr,11/16/19,12:33,CDS Violation,CBE
198,2019-00067328,11/16/19,20:00,340 block of Ehrensberger Dr,11/16/19,20:01,Injured/Sick Person,CBE
200,2019-00067338,11/16/19,21:00,"Leonardtown #247, Leonardtown at 4713 Rossborough Ln",11/16/19,21:09,Suspicious Activity,Unfounded
202,2019-00067343,11/16/19,02:30,4600 block of College Ave,11/16/19,21:38,Assist Other Agency,CBE
204,2019-00067344,11/16/19,21:45,3900 block of Denton Service Ln,11/16/19,21:45,Injured/Sick Person,CBE
206,2019-00067476,11/17/19,06:30,4200 block of Knox Rd,11/17/19,12:21,Assist Other Agency,CBE
208,2019-00067543,11/17/19,17:15,Sigma Kappa at 10 Fraternity Row,11/17/19,17:26,Suspicious Activity,Active/Pending
210,2019-00067580,11/17/19,02:30,8700 block of Baltimore Ave,11/17/19,21:13,Assist Other Agency,CBE
212,2019-00067596,09/15/19,{NO TIME},Prince Frederick at 7030 Preinkert Dr,11/17/19,23:14,Telephone/EMail Misuse (Title IX Related),CBE
214,2019-00067610,11/18/19,01:11,"Oakland, Oakland Hall at 3912 Denton Service Ln",11/18/19,01:11,CDS Violation,Arrest
216,2019-00067644,11/18/19,07:54,Cambridge Community Center at 4232 Farm Dr,11/18/19,07:54,Vandalism,Active/Pending
218,2019-00067724,11/18/19,12:55,Health Center at 3983 Campus Dr,11/18/19,12:55,Emergency Petition,CBE
220,2019-00067739,11/18/19,14:30,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",11/18/19,14:30,Theft,Active/Pending
222,2019-00067742,11/18/19,05:30,Lot 11b,11/18/19,14:53,Theft,Investigation Pending
224,2019-00067759,11/18/19,05:45,Lot 11b,11/18/19,15:36,Theft,Investigation Pending
226,2019-00067840,10/01/19,12:00,Delta Gamma at 4518 Knox Rd,11/18/19,19:17,Title IX Incident Non Criminal,CBE
228,2019-00067870,11/18/19,21:27,4200 block of Valley Dr,11/18/19,21:27,CDS Violation,Arrest
230,2019-00067907,11/19/19,01:47,Baltimore Ave,11/19/19,01:47,DWI/DUI,Arrest
232,2019-00067928,11/19/19,02:00,Denton at 3854 Stadium Dr,11/19/19,06:00,Assault,CBE
234,2019-00067969,11/19/19,10:50,Campus Dr,11/19/19,11:25,Other Service Call,CBE
236,2019-00067983,11/11/19,08:00,"Bio Psych, Biology-Psychology Building at 4094 Campus Dr",11/19/19,12:21,Burglary,Active/Pending
